itemID,itemKey,itemType,dateAdded,dateModified,title,abstractNote,date,publisher,place,volume,numberOfVolumes,edition,series,seriesNumber,numPages,pages,ISBN,ISSN,url,accessDate,language,shortTitle,libraryCatalog,callNumber,archiveLocation,rights,extra,publicationTitle,bookTitle,websiteTitle,university,creators,collections
115,5SAMJ3D8,book,"2020-02-02 22:46:33","2020-04-01 15:55:56","Heart sutra remix",,"2006-00-00 2006","Blue Bluer Books","[Pittsboro N.C.]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb4835142,,English,,,"N7433.4.H62 H5 2006","Art Library",,,,,,,"Josh Hockensmith","Artists' Books Collection; 2000-07"
120,VZC5BRP9,book,"2020-02-09 22:44:32","2020-03-27 19:55:29","Printed web.",,"2014-00-00 2014","Library of the Printed Web","New York, NY",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7690550,,English,,,"N7433.4.S68 P75 no.2(2014)","Art Library",,,,,,,"Paul, 1968- Soulellis","Artists' Books Collection; ARTH 551"
121,ZICHM787,book,"2020-02-24 01:20:19","2020-03-27 19:54:45","Printed web.",,"2014-00-00 2014","New York, NY : Library of the Printed Web, 2014-",,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7690550,,English,,,"N7433.4.S68 P75 no.1(2014)","Art Library",,,,,,,"Paul, 1968- Soulellis","Artists' Books Collection; ARTH 551"
126,VVBDLJUH,book,"2020-02-13 19:50:00","2020-03-26 12:37:52","Sanctus sonorensis",,"2009-00-00 2009","Spaceheater Editions","Tucson, AZ",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8526019,,English,,,"N7433.4.Z55 S36 2009","Art Library",,,,,,,"Philip Zimmermann","Artists' Books Collection; CMPL 260; Fall 2021 display -- Care and Wellness"
174,6XUUG9TX,book,"2019-12-10 22:38:50","2020-03-25 17:58:17","Holy holy art cards : fancy assorted Christmas selection",,"0197-00-00 [197-?]","D. Celender",[S.l.],,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb1863598,,English,,,"N7433.4 .C44","Art Library",,,,,,,"Don, 1931-2005 Celender","Artists' Books Collection"
201,VY22TT3H,book,"2020-02-06 19:50:21","2020-02-06 19:50:42","La felicidad : America Latina",,"2012-00-00 2012","Jardin Publicaciones","[Bogotá, Colombia]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7416544,,Spanish,,,"N7433.4.M28 F4 2012","Art Library",,,,,,,"Kevin Simón, 1982- Mancera Vivas","Artists' Books Collection"
202,RYZJVH45,book,"2020-02-06 19:48:41","2020-02-06 19:49:29",Ohio,,"2012-00-00 2012","Little Brown Mushroom","[St. Paul, Minn.]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7406945,,English,,,"N7433.4.S693 O4 2012b","Art Library",,,,,,,"Alec, 1969- Soth; Brad Zellar","Artists' Books Collection"
203,57SFZM92,book,"2020-02-06 19:48:02","2020-02-06 19:48:24","Room : O-MI Motel",,"2013-00-00 2013","JAB books : Flat Publications",Chicago,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7431480,,English,,,"N7433.4.A1 R66 2013","Art Library",,,,,,,"Brandon Graham; Ill.). Center for Book & Paper Arts Columbia College (Chicago; Ill.) Flat Publications (Chicago","Artists' Books Collection"
204,WA4E2BQF,book,"2020-02-06 19:47:17","2020-02-06 19:47:44","Three valleys : the valleys of Silicon, San Joaquin, and Death, February 12-26",,"2013-00-00 2013","Little Brown Mushroom","[St. Paul, Minn.]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7406931,,English,,,"N7433.4.S693 T8 2013","Art Library",,,,,,,"Alec, 1969- Soth; Brad Zellar; Little Brown Mushroom (Firm)","Artists' Books Collection"
205,VFM823G8,book,"2020-02-06 19:46:29","2020-02-06 19:46:59",Upstate,,"2012-00-00 2012","Little Brown Mushroom","[St. Paul, Minn.]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7406941,,English,,,"N7433.4.S693 U68 2012","Art Library",,,,,,,"Alec, 1969- Soth; Brad Zellar","Artists' Books Collection"
206,EB82UPEB,book,"2020-02-06 19:45:43","2020-02-06 19:46:06",Michigan,,"2012-00-00 2012","Little Brown Mushroom","[St. Paul, Minn.]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7406936,,English,,,"N7433.4.S693 M3 2012","Art Library",,,,,,,"Alec, 1969- Soth; Brad Zellar","Artists' Books Collection"
207,BHKESI49,book,"2020-02-06 19:43:54","2020-02-06 19:44:10","The anatomy of business",,"2012-00-00 2012","Twenty Shelves","Fitzroy, Vic",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7409347,,English,,,"N7433.4.P68 A75 2012","Art Library",,,,,,,"Louis, 1977- Porter","Artists' Books Collection"
208,W6ZKNF2N,book,"2020-02-06 19:42:38","2020-02-06 19:43:03","III, Self publish, be happy book club",,"2013-00-00 2013","Self Publish, Be Happy","London, [England]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7409343,,English,,,"N7433.4.D446 S46 2013","Art Library",,,,,,,"Cristina, 1975- De Middel; Be Happy (Firm) Self Publish","Artists' Books Collection"
209,HXFHXXFJ,book,"2020-02-06 19:41:57","2020-02-06 19:42:20","I : Self publish, be happy book club",,"2012-00-00 2012","Self Publish, Be Happy","[London, England]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7409345,,English,,,"N7433.4.B79 S46 2012","Art Library",,,,,,,"Adam Broomberg; Oliver Chanarin; Be Happy (Firm) Self Publish","Artists' Books Collection"
210,TBSWMXFY,book,"2020-02-06 19:37:39","2020-02-06 19:38:50","War cut",,"2012-00-00 2012","Köln : Verlag der Buchhandlung Walther ; D.A.P./Distributed Art Publishers","Köln ; New York",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7356631,,English,,,"N7433.4.R54 W37 2012","Art Library",,,,,,,"Gerhard, 1932- Richter","Artists' Books Collection"
211,XIVAMUV4,book,"2020-02-06 19:37:05","2020-02-06 19:37:22","The tonalities of grief : Kirov's notes for his fall 2008 lectures on stoicism",,"2010-00-00 2010","Est et Non Press","Nashville, Tn.",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7376494,,English,,,"N7433.4.S337 T6 2010","Art Library",,,,,,,"David, 1951- Schenck; Annie Herlocker; Betsy Neely","Artists' Books Collection"
212,BG4QPW2F,book,"2020-02-06 19:36:00","2020-02-06 19:37:05","Deformer : the shaping and mishaping effects of growing up a specimen in the suburban domestic incubator (and the subsequent paradigm shift upon exit)",,"2008-00-00 2008","Alleged Press/Damiani ; Distributed in the United States of America by: D.A.P.","Bologna, Italy ; New York, NY",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7371428,,English,,,"N7433.4.T43 D45 2008","Art Library",,,,,,,"Ed Templeton","Artists' Books Collection; 2000-07; 2008-15"
213,WNQK9YL9,book,"2020-02-06 19:34:22","2020-02-06 19:34:39","Shared eye : Sadie Benning",,"2017-00-00 2017","The Renaissance Society",Chicago,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9776919,,English,,,"N6537.B4553 A4 2017","Art Library",,,,,,,"Sadie, 1973- Benning; Solveig Øvstebø; Elena Filipovic; University of Chicago. Renaissance Society; Kunsthalle Basel","Collage class - slavick 2019; Artists' Books Collection"
214,FDB6Y7NZ,book,"2020-02-06 19:33:28","2020-02-06 19:33:40","Ross Bleckner : [page three].",,"1998-00-00 1998","Twin Palms Publishers","Santa Fe, N.M.",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7371427,,English,,,"N7433.4.B577 P26","Art Library",,,,,,,"Ross Bleckner","Artists' Books Collection"
215,IFWX4HPE,book,"2020-02-06 19:29:49","2020-02-06 19:30:08","Prayers for Lillian",,"2011-00-00 2011","Somnambulist Tango Press","Greenville, NC",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7371419,,English,,,"N7433.4.C423 P75 2011","Art Library",,,,,,,"Cate Chason; Ned Irvine","Artists' Books Collection"
216,VRWQGMJC,book,"2020-02-06 19:19:03","2020-02-06 19:19:29","The address book",,"2012-00-00 2012",Siglio,"Los Angeles",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7338293,,English,,,"N7433.4.C35 A73 2012","Art Library",,,,,,,"Sophie Calle; Pauline Baggio","Artists' Books Collection"
217,CFMRJ8E5,book,"2020-02-06 19:17:25","2020-02-06 19:18:10","Patterns : divided, mirrored, repeated",,"2012-00-00 2012","D.A.P/Distributed Art Publishers","New York",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7315036,,English,,,"N7433.4.R53 P34 2012","Art Library",,,,,,,"Gerhard, 1932- Richter","Artists' Books Collection"
218,WKMWCMDT,book,"2020-02-06 19:16:43","2020-02-06 19:17:05","Dive dark dream slow",,"2012-00-00 2012","The Ice Plant","Los Angeles, CA",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7314322,,English,,,"N7433.4.C397 D5 2012","Art Library",,,,,,,"Melissa Catanese","Artists' Books Collection"
219,DIJW9DJP,book,"2020-02-06 19:16:17","2020-02-06 19:16:29","Elvis Road",,"2007-00-00 2007","Buenaventura Press",Oakland,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7313457,,English,,,"N7433.4.R478 E65 2007","Art Library",,,,,,,"Helge, 1966- Reumann; Xavier Robel","Artists' Books Collection; 2000-07"
220,BJ3JHZL4,book,"2020-02-06 19:15:32","2020-02-06 19:16:03","María ríe por dentro : un relato",,"2010-00-00 2010",Jus,"México",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7154985,,Spanish,,,"N7433.4.D616 M34 2010","Art Library",,,,,,,"Bernardo (Domínguez Cereceres), 1960- Domínguez C.; Eko","Artists' Books Collection"
221,X3YPGDHF,book,"2020-02-06 19:14:57","2020-02-06 19:15:19",Descendant,,"2008-00-00 2008","Tree House Press","New York",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7280964,,English,,,"N7433.4.B766 D42 2008","Art Library",,,,,,,"Jennifer, 1981- Brook; Tree House Press","Artists' Books Collection; EDUC 567 - 2021; 2000-07; 2008-15"
222,U89L94EY,book,"2020-02-06 19:05:05","2020-02-06 19:12:38","Collective memory",,"2012-00-00 2012","Fargo Books","New York",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7280959,,English,,,"N7433.4.O75 C6 2012","Art Library",,,,,,,"Sheryl Oring; Fargo Books","Artists' Books Collection"
223,54RPSECT,book,"2020-02-06 19:01:02","2020-02-06 19:04:54",Age-specific.,,"2012-00-00 2012","Dionysus Press",Pittsburgh,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7280903,,English,,,"N7433.4.M373 A35 2012","Art Library",,,,,,,"Dennis Marsico; Dionysus Press","Artists' Books Collection"
224,KHX8WB4P,book,"2020-02-06 19:00:23","2020-02-06 19:00:48","Vida é um souvenir made in Hong Kong : livro de canções",,"2010-00-00 2010","Editora UFG","Goiâna, Brazil",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb6614235,,Portuguese,,,"N7433.4.B343 V5 2010","Art Library",,,,,,,"Zeca Baleiro; Roger Mello; Universidade Federal de Goiás","Artists' Books Collection"
225,I6MG6652,book,"2020-02-06 18:59:48","2020-02-06 19:00:12","Odios falsos",,"2012-00-00 2012","Ediciones Vigía",Matanzas,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7262494,,Spanish,,,"N7433.4.E76 O35 2012","Art Library",,,,,,,"Luis, 1948- Lorente; Rolando, 1953- Estévez Jordán; Laura, 1966- Ruiz Montes; Ediciones Vigía","Artists' Books Collection"
226,S2J565HG,book,"2020-02-06 18:59:12","2020-02-06 18:59:34","El Tambor de Ayapá ; y, Nokán y el Maíz",,"2012-00-00 2012","Ediciones Vigía",Cuba,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7262492,,Spanish,,,"N7433.4.V34 T33 2012","Art Library",,,,,,,"Dania, 1954- Rodríguez García; Frank David Valdés; Gladys Mederos; Ediciones Vigía","Artists' Books Collection"
227,Z72XVV7K,book,"2020-02-06 18:58:34","2020-02-06 18:59:00","Bicentenaire, Trouillot",,"2011-00-00 2011","Ediciones Vigía",Cuba,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7208879,,Spanish,,,"N7433.4.E76 B53 2011","Art Library",,,,,,,"Rolando, 1953- Estévez Jordán; Laura, 1966- Ruiz Montes; Ediciones Vigía","Artists' Books Collection"
228,WNP5J3KM,book,"2020-02-06 18:57:40","2020-02-06 18:57:57","Glorieta sin agua",,"2011-00-00 2011","Ediciones Vigía","Matanzas, Cuba",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7262495,,Spanish,,,"N7433.4.D62 G55 2011","Art Library",,,,,,,"Israel, 1973- Domínguez; Rolando, 1953- Estévez Jordán","Artists' Books Collection"
229,KDRDUZLM,book,"2020-02-06 18:56:39","2020-02-06 18:57:40","The complex of all of these",,"2009-00-00 2009","Women's Studio Workshop","Rosendale, N.Y.",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7279971,,English,,,"N7433.4.U48 C66 2009","Art Library",,,,,,,"Abigail Wendler Uhteg; Women's Studio Workshop","Artists' Books Collection"
230,K8SKQDCS,book,"2020-02-06 18:54:57","2020-02-06 18:55:47","Random passions.",,"2008-00-00 2008","Karen Hanmer","Glenview, Ill.",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7280979,,English,,,"N7433.4.H359 R36 2008","Art Library",,,,,,,"Karen Hanmer","Artists' Books Collection; 2000-07; 2008-15"
231,88A8V9DI,book,"2020-02-06 18:52:48","2020-02-06 18:53:20","Time i$",,"2003-00-00 2003","Peter and Donna Thomas","Santa Cruz, Calif.",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7279262,,English,,,"N7433.4.T534 T55 2003","Art Library",,,,,,,"Peter (Peter R.) Thomas; Donna (Donna Sue) Thomas; Peter & Donna Thomas (Firm)","Artists' Books Collection; 2000-07"
232,DIHFMQ39,book,"2020-02-06 18:52:02","2020-02-06 18:52:32","Walden marginalia, or, The contents of a dozen shanties",,"2012-00-00 2012","Women's Studio Workshop","Rosendale, NY",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7279330,,English,,,"N7433.4.B55 W35 2012","Art Library",,,,,,,"Amelia Bird; Women's Studio Workshop","Artists' Books Collection; CMPL 260"
233,6WRYPXPN,book,"2020-02-06 18:48:55","2020-02-06 18:49:21",Relation,,"1999-00-00 1999","Women's Studio Workshop","Rosendale, N.Y.",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7279300,,English,,,"N7433.4.L68 R45 1999","Art Library",,,,,,,"Ann Lovett; Women's Studio Workshop","Artists' Books Collection"
234,2B5VWXMR,book,"2020-02-06 18:48:08","2020-02-06 18:48:31","The prairies.",,"2007-00-00 2007","Women's Studio Workshop","Rosendale, NY",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7279974,,English,,,"N7433.4.H34 P72 2007","Art Library",,,,,,,"Dawn Hachenski; William Cullen, 1794-1878 Bryant; Women's Studio Workshop","Artists' Books Collection; CMPL 260; 2000-07"
235,XQERHAH7,book,"2020-02-06 18:40:26","2020-02-06 18:41:23","Heath course pak rfc",,"2012-00-00 2012",Counterpath,Denver,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7236860,,English,,,"N7433.4.L554 H38 2012","Art Library",,,,,,,"Tan, 1957- Lin","Artists' Books Collection"
236,2MLDFPHI,book,"2020-02-06 18:17:28","2020-02-06 18:19:28","The blazing fireplace of guardianship",,"2012-00-00 2012","[J. Copeland]","[Brooklyn, N.Y.]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7235964,,English,,,"N7433.4.M72 B5 2012","Art Library",,,,,,,"Shana Moulton; James Copeland","Artists' Books Collection"
237,XZ5UCB67,book,"2020-02-06 18:16:42","2020-02-06 18:17:04","Bibliothèques universelles des livres d'artistes = World libraries of artist'books : 1 april 2007-2017",,"2007-00-00 2007","Christine Kermaire","Charleroi, Belgique",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7235919,,French,,,"N7433.4.K47 W92 2007","Art Library",,,,,,,"Christine Kermaire","Artists' Books Collection; 2000-07"
238,LA4CM5EB,book,"2020-02-06 18:04:19","2020-02-06 18:04:55","Future of Al-Mutanabbi Street",,"2012-00-00 2012","Christine Kermaire, éditeur","Charleroi, Belgium",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7235915,,English,,,"N7433.4.K47 F88 2012","Art Library",,,,,,,"Christine Kermaire; Abū al-Ṭayyib Aḥmad ibn al-Ḥusayn, 915 or 916-965 Mutanabbī","Artists' Books Collection"
239,LEXZ7EP2,book,"2020-02-06 18:01:05","2020-02-06 18:03:27","The bowl and the book",,"2012-00-00 2012","Orange Lantern Press (Penland, N.C. : Penland School of Crafts)","[Raleigh, N.C.]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7235831,,English,,,"N7433.4.S743 B6 2012","Art Library",,,,,,,"Kathy Steinsberger","Artists' Books Collection"
240,TKQN452S,book,"2020-02-06 17:47:12","2020-02-06 17:47:29","House of Coates",,"2012-00-00 2012","Little Brown Mushroom","St. Paul, Minn.",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7201880,,English,,,"N7433.4.Z46 H68 2012","Art Library",,,,,,,"Brad Zellar; Lester B. Morrison; Little Brown Mushroom (Firm)","Artists' Books Collection"
242,PX2H4BDY,book,"2020-02-06 17:38:38","2020-02-06 17:39:24","James Franco : the dangerous book four boys",,"2012-00-00 2012","Rizzoli International Pub.","New York",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7176242,,English,,,"N7433.4.F68 J36 2012","Art Library",,,,,,,"James, 1978- Franco; Alanna Heiss; Frank, 1939- Bidart; Eric, 1946- Boman; Jason, 1969- Schmidt; Marianne, 1981- Spurr","Artists' Books Collection"
243,AYSA8R9B,book,"2020-02-06 17:38:00","2020-02-06 17:38:19","To place. Haraldsdóttir. Part two",,"2011-00-00 2011","Steidl Verlag","Göttingen",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7179631,,English,,,"N7433.4.H6575  H33 2011","Art Library",,,,,,,"Roni, 1955- Horn","Artists' Books Collection"
244,GGZNZJ8A,book,"2020-02-06 17:36:01","2020-02-06 17:36:26","Color codes",,"2006-00-00 2006",[s.n],"Peekskill [N.Y.]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7089167,,English,,,"N7433.4.R667 C66 2006","Art Library",,,,,,,"M. R. (Marilyn R.) Rosenberg; Ann R., 1937- Shapiro","Artists' Books Collection; 2000-07"
245,ESWIXCA6,book,"2020-02-06 17:35:25","2020-02-06 17:35:43",Etceteras,,"2010-00-00 2010","Luna Bisonte Prods","Columbus, OH",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7088928,,English,,,"N7433.4.R667 E83 2010","Art Library",,,,,,,"M. R. (Marilyn R.) Rosenberg","Artists' Books Collection"
246,S44L2ZCK,book,"2020-02-06 17:34:48","2020-02-06 17:35:11","Query, quest, & quasi",,"1997-00-00 1997","M. Rosenberg","Peekskill, N.Y.",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7088893,,English,,,"N7433.4.R667 Q47 1997","Art Library",,,,,,,"M. R. (Marilyn R.) Rosenberg","Artists' Books Collection"
247,8YCFRFW8,book,"2020-02-06 17:34:11","2020-02-06 17:34:36",Addresses,,"1985-00-00 1985","[M. Rosenberg]","[New York, N.Y.]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7088827,,English,,,"N7433.4.R667 A73 1985","Art Library",,,,,,,"M. R. (Marilyn R.) Rosenberg","Artists' Books Collection"
248,P95PLJW5,book,"2020-02-06 17:33:23","2020-02-06 17:33:56","Gone fishing.",,"1988-00-00 1988",RRose,"[Peekskill, N.Y.?]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7088684,,English,,,"N7433.4.R667 G66 1988","Art Library",,,,,,,"M. R. (Marilyn R.) Rosenberg","Artists' Books Collection"
250,V8KPNIKP,book,"2020-02-05 18:49:48","2020-02-05 18:50:32","Redheaded Peckerwood",,"2011-00-00 2011",Mack,London,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7066822,,English,,,"N7433.4.P38 R43 2011","Art Library",,,,,,,"Christian, 1972- Patterson","Artists' Books Collection"
251,HUYC2TBK,book,"2020-02-05 18:45:11","2020-02-05 18:49:48","Everything I kept = Todo lo que guarde",,"2001-00-00 2001","Ediciones Vigía","Matanzas, Cuba",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb4192089,,Spanish,,,"N7433.4.E76 E88 2001","Art Library",,,,,,,"Ruth, 1956- Behar; Rolando, 1953- Estévez Jordán; Ediciones Vigía","Artists' Books Collection; 2000-07"
252,P759PYCC,book,"2020-02-05 18:43:52","2020-02-05 18:44:15","My life in the New York Times",,"2011-00-00 2011","Edgewise Press","New York",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb6820816,,English,,,"N7433.4.B577 M9 2011","Art Library",,,,,,,"Ross Bleckner","Artists' Books Collection"
253,33JWVV7Q,book,"2020-02-05 18:43:04","2020-02-05 18:43:31","The myth of the airborne warrior",,"2011-00-00 2011",Photoworks,Brighton,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7029315,,English,,,"N7433.4.G75 M9 2011","Art Library",,,,,,,"Stuart, 1972- Griffiths; Gordon MacDonald","Artists' Books Collection"
254,75ID8547,book,"2020-02-05 18:42:22","2020-02-05 18:42:49","Fatima, o, el Parque de la Fraternidad = Fatima of Fraternity Park",,"2011-00-00 2011","Ediciones Vigía","Matanzas, Cuba",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7020811,,Spanish,,,"N7433.4.E76 F35 2011","Art Library",,,,,,,"Miguel, 1940- Barnet; Rolando, 1953- Estévez Jordán; Laura, 1966- Ruiz Montes; Ediciones Vigía","Artists' Books Collection"
255,ZEDDHZYX,book,"2020-02-05 18:41:24","2020-02-05 18:42:03","Amoxohtli : oquihcuilo Jimmie Durham = Libro de carretera : por Jimmie Durham",,"2011-00-00 2011","Koenig ; D.A.P. [distributor]","London ; New York, NY",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb6981802,,Spanish,,,"N7433.4.D87 A6 2011","Art Library",,,,,,,"Jimmie Durham","Artists' Books Collection"
257,385EZZS9,book,"2020-02-05 18:39:05","2020-02-05 18:40:13",Lexicon,,"2011-00-00 2011","Acadia Summer Arts Program ; available through D.A.P./Distributed Art Publishers","[Mount Desert Island, Me.] ; New York",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb6843720,,English,,,"N7433.4.K466 L49 2011","Art Library",,,,,,,"William, 1955- Kentridge; Acadia Summer Arts Program","Artists' Books Collection"
258,7SKP9Q7Y,book,"2020-02-05 18:38:01","2020-02-05 18:38:19","Resilience of al-Mutanabbi Street",,"2011-00-00 2011","Christine Kermaire","Charleroi, Belgium",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb6859820,,English,,,"N7433.4.K47 R47 2011","Art Library",,,,,,,"Christine Kermaire","Artists' Books Collection"
