SSID,Filename,File Count,Creator[4599],Publisher[3099011],Title[4601],Image View Type[4603],Date[4604],Materials/Techniques[4608],Measurements[4609],Artstor Classification[4610],Work Type[4867],Repository[4612],Call Number[4613],Creation/Discovery Site[4615],Country[4619],Description[4620],Subject[4621],Relationships[4622],Source[4623],Photographer[4624],Image Date[4625],ID Number[4626],Rights[4627],ARTstor Id[4628],Resource Type[1040493],Media URL
24568192,intrusion1.tif,3,"Knudson, Ellen",,Intrusion,"(Images of the enclosure, cover, & interior)",2017,,1 volume (18 double leaves) : color illustrations (wood-cuts) ; 29 x 19 cm in slipcase 30 x 19 cm,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.K6258 I57 2017,"Gainesville, Florida : Crooked Letter Press",,,Bestiaries. | Animals in art. | Environmental protection in art. | Environmental ethics. | Environmental responsibility. | Plastic scrap. | Water conservation. | Folded books.,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,"March 2, 2019",intrusion1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/24568192/representation-view
24568189,hashti_tehran1.tif,3,"Azizi, Shadnaz | Kötter, Daniel, | Rashidzadeh, Kaveh, | Sepehr, Pouya, | Tehrani, Amir,",,Hashti Tehran = Hasht?-i Tihr?n,"(Images of the enclosure, cover, and interior)",2017,,"1 portfolio (4 volumes, 1 postcard) : illustrations ; 11 x 17 cm.",Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.A1 H37 2017,Tehran : Bon Gah,,,Architecture -- Iran -- Tehran. | Tehran (Iran) -- In art. | Staple bindings. | Postcards.,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,"March 2, 2019",hashti_tehran1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/24568189/representation-view
24568184,fortune_teller1.tif,5,"Gupta, Malini, 1972-",,The fortune teller,(Images of the enclosure & interior),2016,,"17 unnumbered leaves : color illustrations ; 14 cm, in box (10 x 15 x 15 cm) + 1 folded sheet (10 x 12 x 12 cm), 1 sheet (13 cm)",Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.G87 F67 2016,"[Portland, Oregon] : Ochre (art + design)",,,Adult child sexual abuse victims in art. | Autobiographical memory in art. | Families in art. | Sex discrimination against women -- India. | Child sexual abuse -- India. | Cootie catchers -- Specimens. | Toy and movable books. | Puzzles and games.,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,"March 2, 2019",fortune_teller1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/24568184/representation-view
24568182,format1.tif,2,"Crowner, Sarah",,Sarah Crowner : Format,(Cover & interior images),2012,,1 volume (unpaged) : all illustrations (some color) ; 26 cm,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.C79 F67 2012,"New York, New York : Primary Information",,,"Crowner, Sarah -- Pictorial works. | Fashion in art -- 21st century. | Dance in art -- 21st century. | Art, Modern -- 21st century. | Art, American -- 21st century. | Women artists -- United States -- 21st century -- Pictorial works.",,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,"March 2, 2019",format1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/24568182/representation-view
24568180,fabrica_de1.tif,2,"Magdalena de San Jerónimo,",,Fábrica de conocimiento,(Cover & interior images),2016,,493 pages : illustrations ; 17 cm,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.A1 F33 2016,"Bogotá : Fábrica de Conocimiento, Escuela de Garaje : Laagencia",,,Art schools -- Colombia -- 21st century. | Artists -- Colombia -- Bogotá -- 21st century. | Art -- Study and teaching -- Colombia -- Bogotá -- 21st century.,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,"March 2, 2019",fabrica_de1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/24568180/representation-view
24568178,escuela_garaje1.tif,2,"Laagencia,",,Escuela de Garaje : vol. intemperie,(Cover & interior images),2017,,199 pages : illustrations ; 17 cm,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.A1 E83 2017,[Bogotá] : Laagencia,,,Art -- Study and teaching -- Colombia -- Bogotá -- 21st century.,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,"March 2, 2019",escuela_garaje1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/24568178/representation-view
24568176,cosmic_testament1.tif,2,"Farshad, Maryam,",,Cosmic testament,(Cover & interior images),2016,,1 volume (unpaged) : chiefly illustrations ; 43 cm,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.F37 C67 2016,[Iran?] : Maryam Farshad,,,Universe -- Pictorial works.,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,"March 2, 2019",cosmic_testament1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/24568176/representation-view
24568174,conglomeration2.tif,3,"Farahani, Foad, 1982-",,Conglomeration,"(Images of the enclosure, cover & interior)",2017,,1 volume (unpaged) : illustrations ; 34 cm + 1 portfolio (3 leaves) + 1 metal case,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.F273 C66 2017,[Iran?] : Foad Farahani,,,Mixed media.,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,"March 2, 2019",conglomeration2,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/24568174/representation-view
24568170,avistamientos1.tif,3,"Peña, Pablo (Artist)",,Avistamientos,"(Images of the enclosure, cover, and interior)",2017,,27 cards : chiefly color illustrations ; 15 x 29 cm + 1 portfolio (16 x 29 cm),Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.P46 A95 2017,"[Mexico City, Mexico] : Svarti Ediciones",,,,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,"March 2, 2019",avistamientos1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/24568170/representation-view
24536105,dutch_landscapes1.tif,2,"Henner, Mishka",,Dutch landscapes,(Cover & interior images),2011,Binding method -- Perfect binding. | Printing / production method -- Print-on-demand (POD),1 volume (unpaged) : all color illustrations ; 21 x 25 cm,Prints,Artist's book,Joseph C. Sloane Art Library,TR660 .H46 2011,"[San Francisco, California] : Blurb,",,,Google Earth. | Landscape photography -- Netherlands. | Photography -- Digital techniques.,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,"February 22, 2019",dutch_landscapes1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/24536105/representation-view
24513829,jose_marti1.tif,2,"Mazzoldi, Bruno",,"José Martí, la berenjena sublime y el sordido pendejo",(Cover & interior images),2016,Binding method -- Perfect binding. | Printing / production method -- Unknown.,32 leaves : illustrations ; 33 cm,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.M399 J67 2016,[Bogotá] : La Parte Maldita,,,"Martí, José, 1853-1895.",,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,2/16/2019,jose_marti1.tif,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/24513829/representation-view
24513798,diary1.tif,2,"Levine, Sherrie",,Diary 2019,(Cover & interior images),2018,Binding method -- Smyth sewing. | Printing / production method -- Offset.,1 volume (unpaged) ; 23 cm,Prints,Artist's book,Joseph C. Sloane Art Library,N6537.L453 A65 2018,"New York, New York : David Zwirner Books | Brussels, Belgium : Xavier Hufkens,",,,Diaries in art.,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,2/16/2019,diary1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/24513798/representation-view
24509473,remembrance1.tif,2,"Min, Hye-ry?ng, photographer",,Re-membrance of the remembrance,(Cover & interior images),2018,Binding method -- Perfect binding. | Printing / production method -- Digital print (digital offset),110 unnumbered pages : chiefly color illustrations ; 27 cm,Prints,Artist's book,Joseph C. Sloane Art Library,TR655 .M559 2018,"Seoul, Korea : Datz Press",,,"Photography, Artistic. | Diaries in art. | Photobooks. | 600-04???.",,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,2/12/2019,remembrance1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/24509473/representation-view
24509471,normative_models2_1.tif,2,"Williams, Christopher, 1956-",,"Christopher Williams : normative models : 05. Mai - 29. Juli 2018, exhibition no. 547, Kestner Gesellschaft",(Cover & interior images),2018,Binding method -- Smyth sewing. | Printing / production method -- Offset.,2 volumes (96 pages) : color illustrations ; 21 cm + 1 supplement (pages 98-99).,Prints,Artist's book,Joseph C. Sloane Art Library,N6537.W5198 A4 2018 v.2,Köln : Verlag der Buchhandlung Walther König,,,"Williams, Christopher, 1956- -- Exhibitions. | Conceptual art -- Exhibitions. | Photography, Artistic -- Exhibitions.",,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,2/12/2019,normative_models2_1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/24509471/representation-view
24509469,normative_models1_1.tif,2,"Williams, Christopher, 1956-",,"Christopher Williams : normative models : 05. Mai - 29. Juli 2018, exhibition no. 547, Kestner Gesellschaft",(Cover & interior images),2018,Binding method -- Smyth sewing. | Printing / production method -- Offset.,2 volumes (96 pages) : color illustrations ; 21 cm + 1 supplement (pages 98-99).,Prints,Artist's book,Joseph C. Sloane Art Library,N6537.W5198 A4 2018 v.1,Köln : Verlag der Buchhandlung Walther König,,,"Williams, Christopher, 1956- -- Exhibitions. | Conceptual art -- Exhibitions. | Photography, Artistic -- Exhibitions.",,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,2/12/2019,normative_models1_1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/24509469/representation-view
